Wavelength(nm), Raman shift(cm^-1), Intensity(counts) 
655.1200395,-359.9157286641227,59669
655.1094205,-360.16315669100277,59812
655.0988015,-360.4105927393873,59880
655.0881825,-360.6580368096645,60097
655.0775635,-360.90548890222243,60014
655.0669445,-361.15294901745574,60069
655.0563255,-361.40041715575046,60181
655.0457065,-361.6478933174947,60077
655.0350875,-361.89537750308534,60080
655.0244685,-362.14286971290824,60044
655.0138495,-362.3903699473559,59995
655.0032305,-362.6378782068166,60093
654.9926115,-362.8853944916805,59935
654.9819925,-363.132918802338,59950
654.9713735,-363.3804511391815,60041
654.9607545,-363.62799150260145,60053
654.9501355,-363.875539892988,60015
654.9395165,-364.1230963107294,60003
654.9288975,-364.37066075621595,59977
654.9182785,-364.6182332298379,60059
654.9076595,-364.8658137319922,60003
654.8970405,-365.11340226306254,60068
654.8864215,-365.3609988234414,60003
654.8758025,-365.6086034135191,60016
654.8651835,-365.8562160336882,59951
654.8545645,-366.1038366843347,60034
654.8439455,-366.35146536585523,60038
654.8333265,-366.5991020786359,59954
654.8227075,-366.8467468230714,59999
654.8120885,-367.0943995995497,60074
654.8014695,-367.34206040845913,60090
654.7908505,-367.58972925019646,60007
654.7802315,-367.8374061251476,60046
654.7696125,-368.0850910337073,59942
654.7589935,-368.3327839762657,59974
654.7483745,-368.58048495320895,60086
654.7377555,-368.82819396493164,60049
654.7271365,-369.0759110118263,59950
654.7165175,-369.32363609428313,59971
654.7058985,-369.57136921269034,60056
654.6952795,-369.81911036744043,59962
654.6846605,-370.066859558928,60021
654.6740415,-370.31461678753476,60047
654.6634225,-370.5623820536618,60032
654.6528035,-370.8101553576973,60010
654.6421845,-371.0579367000315,59995
654.6315655,-371.30572608105484,59947
654.6209465,-371.5535235011597,59967
654.6103275,-371.8013289607342,60004
654.5997085,-372.0491424601732,60036
654.5890895,-372.2969639998689,59932
654.5784705,-372.5447935802096,59993
654.5678515,-372.79263120159,59995
654.5572325,-373.0404768643937,60003
654.5466135,-373.2883305690221,59957
654.5359945,-373.53619231586316,59996
654.5253755,-373.7840621053051,60017
654.5147565,-374.0319399377426,60013
654.5041375,-374.2798258135659,60048
654.4935185,-374.52771973316317,59986
654.4828995,-374.77562169693346,60003
654.4722805,-375.02353170526266,60047
654.4616615,-375.27144975854543,59908
654.4510425,-375.5193758571721,60060
654.4404235,-375.7673100015331,59961
654.4298045,-376.0152521920185,59921
654.4191855,-376.2632024290275,60021
654.4085665,-376.51116071294376,60103
654.3979475,-376.7591270441642,59970
654.3873285,-377.00710142307906,59919
654.3767095,-377.25508385007873,60077
654.3660905,-377.5030743255535,60020
654.3554715,-377.75107284990014,59989
654.3448525,-377.99907942350677,59974
654.3342335,-378.24709404676815,59970
654.3236145,-378.4951167200745,60010
654.3129954999999,-378.7431474438162,60019
654.3023765,-378.99118621838574,59998
654.2917575,-379.23923304417985,59955
654.2811385,-379.48728792158454,60026
654.2705195,-379.73535085099667,59996
654.2599005,-379.9834218328043,60011
654.2492815,-380.23150086739787,60059
654.2386625,-380.47958795517627,59901
654.2280435,-380.72768309652764,59921
654.2174245,-380.97578629184454,59995
