Wavelength(nm), Raman shift(cm^-1), Intensity(arb) 
534.926218,145.6755960710528,59954
534.913734,145.23930519874705,59969
534.90125,144.80299396135578,59931
534.888766,144.36666235745008,59913
534.876282,143.9303103856031,59953
534.863798,143.4939380443945,60034
534.851314,143.0575453323954,59945
534.83883,142.6211322481767,59940
534.826346,142.18469879030954,60037
534.813862,141.7482449573757,59949
534.801378,141.3117707479419,59973
534.788894,140.87527616058566,59983
534.77641,140.43876119387585,59924
534.763926,140.00222584638126,59961
534.751442,139.56567011668602,59972
534.738958,139.12909400335457,59979
534.726474,138.6924975049623,60016
534.71399,138.25588062007373,59958
534.701506,137.81924334727285,59956
534.689022,137.3825856851264,59953
534.676538,136.94590763220538,59995
534.664054,136.50920918707862,59917
534.65157,136.07249034832586,59958
534.639086,135.63575111451158,59958
534.626602,135.19899148420896,59961
534.614118,134.76221145598691,60039
534.601634,134.32541102842075,60008
534.58915,133.8885902000815,59947
534.576666,133.45174896953802,59959
534.564182,133.0148873353548,60012
534.551698,132.5780052961116,59973
534.539214,132.1411028503772,60114
534.52673,131.7041799967205,59975
534.514246,131.267236733706,59997
534.501762,130.83027305991124,59934
534.489278,130.39328897390504,59972
534.476794,129.9562844742563,59949
534.46431,129.51925955952734,59944
534.451826,129.08221422830002,60046
534.439342,128.64514847913668,59973
534.426858,128.20806231060837,59995
534.414374,127.77095572127743,59941
534.40189,127.33382870972355,59971
534.389406,126.89668127450906,60038
534.376922,126.45951341420502,59996
534.364438,126.02232512737375,60047
534.351954,125.58511641259278,60037
534.33947,125.14788726842447,59923
534.326986,124.71063769343982,59988
534.314502,124.27336768620336,60097
534.302018,123.83607724528612,59978
534.289534,123.39876636925477,60032
534.27705,122.96143505667817,60033
534.264566,122.52408330611651,60031
534.252082,122.08671111614728,60029
534.239598,121.64931848533287,59994
534.227114,121.21190541223994,59956
534.21463,120.77447189543736,59889
534.202146,120.3370179334853,59984
534.189662,119.89954352495911,60088
534.177178,119.46204866842116,60003
534.164694,119.02453336244028,60029
534.15221,118.5869976055745,59980
534.139726,118.14944139640131,59925
534.127242,117.71186473347878,59944
534.114758,117.27426761537788,60024
534.102274,116.83665004065665,59969
534.08979,116.39901200788827,59979
534.077306,115.9613535156351,59884
534.064822,115.5236745624638,59913
534.052338,115.08597514693457,59995
534.039854,114.64825526762058,59988
534.02737,114.21051492307987,59973
534.014886,113.77275411188128,60026
534.002402,113.3349728325828,59987
533.989918,112.89717108375983,60029
533.977434,112.45934886396817,60000
533.96495,112.02150617177455,60023
533.952466,111.5836430057391,59961
533.939982,111.14575936443504,59950
533.927498,110.7078552464182,60042
533.915014,110.26993065025746,59956
