Wavelength(nm), Raman shift(cm^-1), Intensity(arb) 
553.370522,768.7678709118609,59791
553.358038,768.3601795435875,59854
553.345554,767.9524697795084,59983
553.33307,767.5447416183789,60051
553.320586,767.1369950589522,60114
553.308102,766.7292300999793,60155
553.295618,766.321446740222,60122
553.283134,765.9136449784291,60146
553.27065,765.5058248133583,60110
553.258166,765.0979862437583,60026
553.245682,764.6901292683908,60037
553.233198,764.2822538860049,60047
553.220714,763.8743600953579,60041
553.20823,763.4664478951966,60002
553.195746,763.0585172842827,60068
553.183262,762.6505682613673,60071
553.170778,762.2426008252036,60099
553.158294,761.8346149745404,60024
553.14581,761.4266107081372,60121
553.133326,761.0185880247452,60032
553.120842,760.6105469231176,60033
553.108358,760.202487402003,59996
553.095874,759.7944094601592,60066
553.08339,759.3863130963391,60080
553.070906,758.9781983092939,60025
553.058422,758.5700650977723,60048
553.045938,758.1619134605319,60024
553.033454,757.7537433963257,60058
553.02097,757.3455549039006,60097
553.008486,756.9373479820074,60033
552.996002,756.529122629406,60068
552.983518,756.1208788448427,60087
552.971034,755.7126166270709,60072
552.95855,755.3043359748374,60067
552.946066,754.8960368869017,60023
552.933582,754.4877193620104,60072
552.921098,754.0793833989146,60058
552.908614,753.671028996363,60107
552.89613,753.2626561531134,60051
552.883646,752.8542648679122,60082
552.871162,752.4458551395104,60055
552.858678,752.0374269666613,60029
552.846194,751.6289803481072,60038
552.83371,751.2205152826077,60007
552.821226,750.8120317689096,59993
552.808742,750.4035298057637,60044
552.796258,749.9950093919146,60112
552.783774,749.586470526122,60052
552.77129,749.1779132071304,60030
552.758806,748.7693374336906,60064
552.746322,748.3607432045474,60098
552.733838,747.9521305184559,60063
552.721354,747.5434993741673,60057
552.70887,747.134849770426,60024
552.696386,746.7261817059784,60083
552.683902,746.3174951795825,60111
552.671418,745.9087901899825,60035
552.658934,745.500066735925,59990
552.64645,745.091324816159,60037
552.633966,744.6825644294398,60062
552.621482,744.2737855745097,60110
552.608998,743.8649882501174,60009
552.596514,743.4561724550099,60040
552.58403,743.0473381879422,59995
552.571546,742.6384854476568,60049
552.559062,742.2296142329003,60068
552.546578,741.8207245424215,60016
552.534094,741.4118163749715,59928
552.52161,741.002889729297,60050
552.509126,740.5939446041443,60116
552.496642,740.1849809982541,60084
552.484158,739.7759989103856,60096
552.471674,739.3669983392814,60040
552.45919,738.957979283686,60030
552.446706,738.5489417423437,60046
552.434222,738.13988571401,59989
552.421738,737.730811197425,60123
552.409254,737.3217181913398,60026
552.39677,736.9126066944921,60038
552.384286,736.5034767056397,60012
552.371802,736.0943282235205,60084
552.359318,735.6851612468854,60111
552.346834,735.2759757744748,60059
552.33435,734.8667718050416,60106
552.321866,734.4575493373283,60088
552.309382,734.0483083700792,60123
552.296898,733.6390489020412,60091
552.284414,733.2297709319565,60004
552.27193,732.8204744585761,59982
552.259446,732.4111594806445,60163
552.246962,732.0018259969019,60016
552.234478,731.5924740060949,59996
552.221994,731.1831035069702,60064
552.20951,730.7737144982744,59947
552.197026,730.3643069787478,60113
552.184542,729.9548809471348,60092
552.172058,729.5454364021842,60052
552.159574,729.1359733426384,60033
552.14709,728.7264917672396,60023
552.134606,728.3169916747303,60072
552.122122,727.9074730638592,60091
552.109638,727.4979359333709,60067
552.097154,727.0883802820032,60050
552.08467,726.6788061085008,60097
552.072186,726.2692134116146,60120
552.059702,725.8596021900805,59970
552.047218,725.449972442645,60076
552.034734,725.0403241680441,59976
552.02225,724.630657365033,60000
552.009766,724.2209720323476,60080
551.997282,723.8112681687303,60098
551.984798,723.4015457729232,60026
551.972314,722.9918048436731,60016
551.95983,722.5820453797202,60122
551.947346,722.1722673798067,60056
551.934862,721.7624708426707,60054
551.922378,721.3526557670632,60020
551.909894,720.94282215172,60003
551.89741,720.5329699953855,60050
551.884926,720.1230992967957,60130
551.872442,719.7132100547013,60036
551.859958,719.3033022678385,60161
551.847474,718.8933759349494,60113
551.83499,718.4834310547741,60062
551.822506,718.0734676260573,59990
551.810022,717.6634856475368,60053
551.797538,717.2534851179572,59980
551.785054,716.8434660360522,60067
551.77257,716.4334284005727,60119
551.760086,716.0233722102523,60089
551.747602,715.6132974638334,60020
551.735118,715.2032041600562,60053
551.722634,714.7930922976565,60039
551.71015,714.3829618753853,60014
551.697666,713.9728128919741,60137
551.685182,713.562645346165,60045
551.672698,713.1524592366941,60028
551.660214,712.7422545623102,60074
551.64773,712.3320313217469,60087
551.635246,711.9217895137442,60103
551.622762,711.5115291370382,60076
551.610278,711.1012501903754,60028
551.597794,710.6909526724916,60066
551.58531,710.2806365821249,60003
551.572826,709.870301918011,60050
551.560342,709.4599486788967,60057
551.547858,709.0495768635155,60116
551.535374,708.6391864706077,60096
551.52289,708.228777498909,59997
551.510406,707.8183499471618,60178
551.497922,707.4079038141018,60038
551.485438,706.9974390984672,60063
551.472954,706.5869557989937,60073
551.46047,706.1764539144258,60037
551.447986,705.7659334434971,59920
551.435502,705.3553943849456,59995
551.423018,704.9448367375052,60031
551.410534,704.5342604999221,60053
551.39805,704.123665670926,60096
551.385566,703.7130522492591,59988
551.373082,703.3024202336507,60029
551.360598,702.8917696228474,60053
551.348114,702.4811004155808,60069
551.33563,702.0704126105888,60116
551.323146,701.6597062066053,60002
551.310662,701.2489812023722,60090
551.298178,700.8382375966235,60039
551.285694,700.4274753880926,60046
551.27321,700.0166945755177,60083
551.260726,699.6058951576366,60049
551.248242,699.1950771331854,59991
551.235758,698.7842405008996,59988
551.223274,698.3733852595066,60100
551.21079,697.962511407755,60075
551.198306,697.5516189443744,60069
551.185822,697.1407078681002,60045
551.173338,696.7297781776643,60064
551.160854,696.3188298718089,59979
551.14837,695.9078629492653,60084
551.135886,695.4968774087696,60093
551.123402,695.0858732490532,60027
551.110918,694.6748504688518,60097
551.098434,694.2638090669034,60181
551.08595,693.8527490419395,60101
551.073466,693.4416703926984,60115
551.060982,693.0305731179045,60033
551.048498,692.6194572163027,60001
551.036014,692.2083226866246,60059
551.02353,691.7971695276012,60069
551.011046,691.3859977379644,60059
550.998562,690.9748073164542,60041
550.986078,690.563598261802,60045
550.973594,690.1523705727373,60075
550.96111,689.7411242479958,60068
550.948626,689.3298592863133,60070
550.936142,688.9185756864193,60078
550.923658,688.5072734470516,60140
550.911174,688.095952566933,60120
550.89869,687.6846130448081,60121
550.886206,687.273254879404,59979
550.873722,686.8618780694522,60131
550.861238,686.4504826136841,59982
550.848754,686.0390685108379,60112
550.83627,685.6276357596405,60010
550.823786,685.216184358828,60090
550.811302,684.804714307125,60060
550.798818,684.3932256032718,60092
550.786334,683.981718245998,60051
550.77385,683.5701922340304,60043
550.761366,683.1586475661029,60076
550.748882,682.747084240951,59976
550.736398,682.3355022573022,60082
550.723914,681.9239016138878,60103
550.71143,681.5122823094371,60119
550.698946,681.100644342686,60147
550.686462,680.6889877123616,60121
550.673978,680.2773124171954,60089
550.661494,679.8656184559145,60069
550.64901,679.4539058272569,60124
550.636526,679.0421745299477,60075
550.624042,678.6304245627183,60019
550.611558,678.2186559242936,59939
550.599074,677.8068686134138,60031
550.58659,677.395062628804,60009
550.574106,676.9832379691933,60105
550.5616219999999,676.5713946333069,60020
550.549138,676.1595326198826,60047
550.536654,675.7476519276477,60043
550.52417,675.3357525553292,60039
550.511686,674.9238345016566,60028
550.499202,674.5118977653547,60007
550.486718,674.0999423451638,60014
550.474234,673.6879682398022,60072
550.46175,673.2759754480059,60144
550.449266,672.8639639684933,60111
550.436782,672.4519338000044,60112
550.424298,672.0398849412645,60138
550.411814,671.6278173909984,60030
550.39933,671.2157311479332,60068
550.386846,670.8036262108026,60102
550.374362,670.3915025783316,60069
550.361878,669.9793602492473,60011
550.349394,669.5671992222748,60039
550.33691,669.1550194961476,60045
550.324426,668.7428210695929,59999
550.311942,668.3306039413335,60055
550.299458,667.9183681100944,60004
550.286974,667.5061135746137,60039
550.27449,667.0938403336097,60051
550.262006,666.6815483858096,60012
550.249522,666.2692377299405,59978
550.237038,665.856908364734,60075
550.224554,665.4445602889106,60037
550.21207,665.0321935011997,59976
550.199586,664.6198080003242,59905
550.187102,664.2074037850176,60109
550.174618,663.7949808539984,60114
550.162134,663.3825392059981,60043
550.14965,662.9700788397353,60018
550.137166,662.5575997539434,60086
550.124682,662.1451019473432,60055
550.112198,661.732585418664,60077
550.099714,661.3200501666242,60046
550.08723,660.9074961899598,59990
550.074746,660.494923487387,60057
550.062262,660.0823320576351,60019
550.049778,659.6697218994246,60060
550.037294,659.2570930114873,60123
550.02481,658.8444453925414,60127
550.012326,658.4317790413164,60097
549.999842,658.0190939565284,60103
549.987358,657.6063901369134,60043
549.974874,657.1936675811899,60086
549.96239,656.7809262880805,60142
549.949906,656.3681662563105,59986
549.937422,655.9553874846001,60118
549.924938,655.5425899716812,60038
549.912454,655.1297737162741,59998
549.89997,654.7169387170998,60021
549.887486,654.3040849728786,60041
549.875002,653.8912124823422,59985
549.862518,653.4783212442112,60081
549.850034,653.0654112572063,60101
549.83755,652.6524825200479,60048
549.825066,652.2395350314655,59968
549.812582,651.8265687901776,60070
549.800098,651.4135837949091,60047
549.787614,651.0005800443785,60029
549.77513,650.5875575373129,60084
549.762646,650.1745162724332,59993
549.750162,649.7614562484596,60051
549.737678,649.348377464113,60087
549.725194,648.9352799181206,60069
549.71271,648.5221636092008,60064
549.700226,648.1090285360741,60083
549.687742,647.6958746974614,60000
549.675258,647.2827020920896,60018
549.662774,646.8695107186775,60063
549.65029,646.4563005759431,60045
549.637806,646.0430716626075,60012
549.625322,645.6298239773976,60106
549.612838,645.2165575190319,60007
549.600354,644.8032722862267,59921
549.58787,644.3899682777028,60125
549.575386,643.9766454921893,60083
549.562902,643.5633039283982,60109
549.550418,643.1499435850546,59989
549.537934,642.7365644608705,60057
549.52545,642.3231665545771,60006
549.512966,641.9097498648889,59940
549.500482,641.4963143905242,60038
549.487998,641.0828601302013,60013
549.475514,640.6693870826476,60048
549.46303,640.2558952465771,59928
549.450546,639.8423846207105,59974
549.438062,639.4288552037599,60061
549.425578,639.0153069944565,59985
549.413094,638.6017399915146,60067
549.40061,638.1881541936483,60133
549.388126,637.7745495995827,59981
549.375642,637.3609262080296,60075
549.363158,636.9472840177161,60063
549.350674,636.5336230273545,60072
549.33819,636.119943235665,60010
549.325706,635.7062446413621,60067
549.313222,635.2925272431705,60060
549.300738,634.8787910398067,60078
549.288254,634.4650360299848,60076
549.27577,634.0512622124211,59992
549.263286,633.6374695858384,60006
549.250802,633.2236581489551,60099
549.238318,632.8098279004832,59987
549.225834,632.3959788391412,60003
549.21335,631.9821109636476,60026
549.200866,631.5682242727231,60074
549.188382,631.1543187650774,60160
549.175898,630.7403944394289,60094
549.163414,630.3264512944984,60193
549.15093,629.9124893289999,60000
549.138446,629.4985085416498,60028
549.125962,629.08450893116,60023
549.113478,628.6704904962556,60113
549.100994,628.2564532356485,60030
549.08851,627.8423971480548,60088
549.076026,627.4283222321847,60076
549.063542,627.0142284867629,60068
549.051058,626.6001159105014,60131
549.038574,626.1859845021144,60039
549.02609,625.771834260316,60110
549.013606,625.3576651838268,60036
549.001122,624.9434772713589,60113
548.988638,624.5292705216264,60051
548.976154,624.1150449333433,60110
548.96367,623.7008005052281,60052
548.951186,623.2865372359929,60103
548.938702,622.872255124354,60072
548.926218,622.457954169021,60042
548.913734,622.0436343687147,60084
548.90125,621.629295722145,60043
548.888766,621.2149382280302,60082
548.876282,620.8005618850757,60061
548.863798,620.3861666920067,59984
548.851314,619.9717526475306,60014
548.83883,619.5573197503596,60063
548.826346,619.1428679992077,60080
548.813862,618.7283973927935,60049
548.801378,618.3139079298264,60141
548.788894,617.8993996090189,60137
548.77641,617.4848724290849,60035
548.763926,617.0703263887341,60099
548.751442,616.6557614866873,60079
548.738958,616.2411777216521,60068
548.726474,615.8265750923404,60140
548.71399,615.411953597462,60039
548.701506,614.9973132357354,60097
548.689022,614.5826540058705,60129
548.676538,614.1679759065792,60002
548.664054,613.7532789365712,60093
548.65157,613.3385630945629,60072
548.639086,612.9238283792641,60115
548.626602,612.5090747893845,60052
548.614118,612.0943023236341,60082
548.601634,611.6795109807312,60029
548.58915,611.2647007593813,60041
548.576666,610.8498716582986,60103
548.564182,610.4350236761907,60142
548.551698,610.0201568117717,60060
548.539214,609.6052710637535,59991
548.52673,609.1903664308418,60070
548.514246,608.7754429117483,60039
548.501762,608.3605005051894,60092
548.489278,607.9455392098686,60063
548.476794,607.5305590245018,60049
548.46431,607.1155599477905,60020
548.451826,606.700541978453,60087
548.439342,606.2855051151969,60001
548.426858,605.8704493567299,60067
548.414374,605.4553747017618,60012
548.40189,605.0402811490067,60064
548.389406,604.6251686971679,60082
548.376922,604.2100373449596,60057
548.364438,603.794887091085,60079
548.351954,603.3797179342605,60075
548.33947,602.9645298731892,60051
548.326986,602.5493229065834,60047
548.314502,602.1340970331482,60092
548.302018,601.7188522515959,60119
548.289534,601.3035885606339,60009
548.27705,600.8883059589721,60029
548.264566,600.4730044453094,60017
548.252082,600.0576840183686,60180
548.239598,599.6423446768466,60047
548.227114,599.2269864194574,60018
548.21463,598.8116092449044,60014
548.202146,598.3962131518952,60111
548.189662,597.9807981391417,60096
548.177178,597.5653642053495,60096
548.164694,597.1499113492239,60001
548.15221,596.7344395694705,60115
548.139726,596.3189488648012,59993
548.127242,595.9034392339214,60011
548.114758,595.4879106755388,59995
548.102274,595.0723631883525,60031
548.08979,594.6567967710808,60061
548.077306,594.2412114224227,60084
548.064822,593.825607141088,60013
