Wavelength(nm), Raman shift(cm^-1), Intensity(arb) 
525.370522,-194.34305441739858,59788
525.358038,-194.79536075947718,59877
525.345554,-195.24768859823178,59937
525.33307,-195.70003793519538,60039
525.320586,-196.15240877190544,60158
525.308102,-196.60480110989712,60130
525.295618,-197.0572149506927,60084
525.283134,-197.50965029583173,60062
525.27065,-197.96210714684943,60166
525.258166,-198.41458550527886,60044
525.245682,-198.86708537264877,59979
525.233198,-199.31960675049436,60011
525.220714,-199.77214964035304,59973
525.20823,-200.22471404376003,59996
525.195746,-200.6772999622419,60028
525.183262,-201.12990739733607,60041
525.170778,-201.58253635057773,60067
525.158294,-202.03518682350864,60089
525.14581,-202.48785881765102,60046
525.133326,-202.9405523345444,59979
525.120842,-203.39326737572623,60035
525.108358,-203.8460039427339,60004
525.095874,-204.29876203709608,60042
525.08339,-204.75154166035023,60068
525.070906,-205.20434281403158,60009
525.058422,-205.657165499684,60075
525.045938,-206.1100097188319,60106
525.033454,-206.5628754730148,60015
525.02097,-207.01576276377017,60088
525.008486,-207.4686715926397,60111
524.996002,-207.92160196115,60030
524.983518,-208.37455387084057,59996
524.971034,-208.82752732325102,60038
524.95855,-209.2805223199209,60034
524.946066,-209.73353886238107,60055
524.933582,-210.186576952169,59996
524.921098,-210.6396365908242,60001
524.908614,-211.09271777988843,60008
524.89613,-211.5458205208926,60053
524.883646,-211.99894481537407,60083
524.871162,-212.45209066487462,59994
524.858678,-212.90525807093158,60030
524.846194,-213.35844703508894,60067
524.83371,-213.81165755887318,60076
524.821226,-214.26488964382827,60117
524.808742,-214.7181432914937,59996
524.796258,-215.1714185034113,60082
524.783774,-215.62471528111405,60020
524.77129,-216.07803362614374,60073
524.758806,-216.53137354003772,60072
524.746322,-216.9847350243421,60053
524.733838,-217.43811808058777,60034
524.721354,-217.8915227103186,60050
524.70887,-218.3449489150742,59996
524.696386,-218.79839669639847,59976
524.683902,-219.2518660558223,60166
524.671418,-219.7053569948917,60077
524.658934,-220.15886951514634,60093
524.64645,-220.61240361813222,60072
524.633966,-221.06595930538026,60033
524.621482,-221.51953657843652,60102
524.608998,-221.9731354388406,60105
524.596514,-222.4267558881385,60117
524.58403,-222.88039792786336,60025
524.571546,-223.3340615595612,60069
524.559062,-223.78774678477382,60085
524.546578,-224.24145360504505,60076
524.534094,-224.69518202191014,60021
524.52161,-225.14893203691736,59941
524.509126,-225.6027036516041,60029
524.496642,-226.05649686752074,60058
