U set;U actual;I set;I actual;P set;P actual;R set;R actual;R mode;Output/Input;Device mode;Error;Time
30.0V;0.0V;0.165A;0.000A;100W;0W;N/A;N/A;N/A;Off;Off;None;0.0 
30.0V;0.0V;0.165A;0.000A;100W;0W;N/A;N/A;N/A;Off;Off;None;0.1 
30.0V;0.0V;0.165A;0.000A;100W;0W;N/A;N/A;N/A;Off;Off;None;0.2 
30.0V;0.0V;0.165A;0.000A;100W;0W;N/A;N/A;N/A;Off;Off;None;0.3 
30.0V;0.0V;0.165A;0.000A;100W;0W;N/A;N/A;N/A;Off;Off;None;0.4 
30.0V;0.0V;0.165A;0.000A;100W;0W;N/A;N/A;N/A;Off;Off;None;0.5 
30.0V;0.0V;0.165A;0.000A;100W;0W;N/A;N/A;N/A;Off;Off;None;0.6 
30.0V;0.0V;0.165A;0.000A;100W;0W;N/A;N/A;N/A;Off;Off;None;0.7 
30.0V;0.0V;0.165A;0.000A;100W;0W;N/A;N/A;N/A;Off;Off;None;0.8 
30.0V;0.0V;0.165A;0.000A;100W;0W;N/A;N/A;N/A;Off;Off;None;0.9 
30.0V;0.0V;0.165A;0.000A;100W;0W;N/A;N/A;N/A;Off;Off;None;1.0 
30.0V;0.0V;0.165A;0.000A;100W;0W;N/A;N/A;N/A;Off;Off;None;1.1 
30.0V;0.0V;0.165A;0.000A;100W;0W;N/A;N/A;N/A;Off;Off;None;1.2 
30.0V;0.0V;0.165A;0.000A;100W;0W;N/A;N/A;N/A;Off;Off;None;1.3 
30.0V;0.0V;0.165A;0.000A;100W;0W;N/A;N/A;N/A;Off;Off;None;1.4 
30.0V;0.0V;0.165A;0.000A;100W;0W;N/A;N/A;N/A;Off;Off;None;1.5 
30.0V;0.0V;0.165A;0.000A;100W;0W;N/A;N/A;N/A;Off;Off;None;1.6 
75.0V;77.6V;0.157A;0.014A;100W;0W;N/A;N/A;N/A;On;CV;None;1.7 
75.0V;74.8V;0.157A;0.000A;100W;0W;N/A;N/A;N/A;On;CV;None;1.8 
75.0V;74.8V;0.157A;0.000A;100W;0W;N/A;N/A;N/A;On;CV;None;1.9 
75.0V;75.0V;0.157A;0.008A;100W;0W;N/A;N/A;N/A;On;CV;None;2.0 
75.0V;75.0V;0.157A;0.007A;100W;0W;N/A;N/A;N/A;On;CV;None;2.1 
75.0V;75.0V;0.157A;0.006A;100W;0W;N/A;N/A;N/A;On;CV;None;2.2 
75.0V;75.0V;0.157A;0.008A;100W;0W;N/A;N/A;N/A;On;CV;None;2.3 
75.0V;75.0V;0.157A;0.006A;100W;0W;N/A;N/A;N/A;On;CV;None;2.4 
75.0V;75.0V;0.157A;0.008A;100W;0W;N/A;N/A;N/A;On;CV;None;2.5 
75.0V;75.0V;0.157A;0.007A;100W;0W;N/A;N/A;N/A;On;CV;None;2.6 
75.0V;75.0V;0.157A;0.007A;100W;0W;N/A;N/A;N/A;On;CV;None;2.7 
75.0V;75.0V;0.157A;0.008A;100W;0W;N/A;N/A;N/A;On;CV;None;2.8 
75.0V;75.0V;0.157A;0.000A;100W;0W;N/A;N/A;N/A;On;CV;None;2.9 
75.0V;75.0V;0.157A;0.008A;100W;0W;N/A;N/A;N/A;On;CV;None;3.0 
75.0V;75.0V;0.157A;0.000A;100W;0W;N/A;N/A;N/A;On;CV;None;3.1 
75.0V;75.0V;0.157A;0.007A;100W;0W;N/A;N/A;N/A;On;CV;None;3.2 
75.0V;75.0V;0.157A;0.000A;100W;0W;N/A;N/A;N/A;On;CV;None;3.3 
75.0V;75.0V;0.157A;0.008A;100W;0W;N/A;N/A;N/A;On;CV;None;3.4 
75.0V;75.0V;0.157A;0.006A;100W;0W;N/A;N/A;N/A;On;CV;None;3.5 
75.0V;75.0V;0.157A;0.000A;100W;0W;N/A;N/A;N/A;On;CV;None;3.6 
75.0V;75.0V;0.157A;0.009A;100W;0W;N/A;N/A;N/A;On;CV;None;3.7 
75.0V;75.0V;0.157A;0.000A;100W;0W;N/A;N/A;N/A;On;CV;None;3.8 
75.0V;75.0V;0.157A;0.010A;100W;0W;N/A;N/A;N/A;On;CV;None;3.9 
75.0V;75.0V;0.157A;0.008A;100W;0W;N/A;N/A;N/A;On;CV;None;4.0 
75.0V;75.0V;0.157A;0.009A;100W;0W;N/A;N/A;N/A;On;CV;None;4.1 
75.0V;75.0V;0.157A;0.007A;100W;0W;N/A;N/A;N/A;On;CV;None;4.2 
75.0V;75.0V;0.157A;0.008A;100W;0W;N/A;N/A;N/A;On;CV;None;4.3 
75.0V;75.0V;0.157A;0.007A;100W;0W;N/A;N/A;N/A;On;CV;None;4.4 
75.0V;75.0V;0.157A;0.007A;100W;0W;N/A;N/A;N/A;On;CV;None;4.5 
75.0V;75.0V;0.157A;0.000A;100W;0W;N/A;N/A;N/A;On;CV;None;4.6 
75.0V;75.0V;0.157A;0.006A;100W;0W;N/A;N/A;N/A;On;CV;None;4.7 
75.0V;75.0V;0.157A;0.000A;100W;0W;N/A;N/A;N/A;On;CV;None;4.8 
75.0V;75.0V;0.157A;0.007A;100W;0W;N/A;N/A;N/A;On;CV;None;4.9 
75.0V;75.0V;0.157A;0.008A;100W;0W;N/A;N/A;N/A;On;CV;None;5.0 
75.0V;75.0V;0.157A;0.000A;100W;0W;N/A;N/A;N/A;On;CV;None;5.1 
75.0V;75.0V;0.157A;0.006A;100W;0W;N/A;N/A;N/A;On;CV;None;5.2 
