U set;U actual;I set;I actual;P set;P actual;R set;R actual;R mode;Output/Input;Device mode;Error;Time
121.0V;0.0V;0.174A;0.000A;100W;0W;N/A;N/A;N/A;Off;Off;None;0.0 
121.0V;0.0V;0.174A;0.000A;100W;0W;N/A;N/A;N/A;Off;Off;None;0.1 
121.0V;0.0V;0.174A;0.000A;100W;0W;N/A;N/A;N/A;Off;Off;None;0.2 
121.0V;0.0V;0.174A;0.000A;100W;0W;N/A;N/A;N/A;Off;Off;None;0.3 
121.0V;0.0V;0.174A;0.000A;100W;0W;N/A;N/A;N/A;Off;Off;None;0.4 
121.0V;0.0V;0.174A;0.000A;100W;0W;N/A;N/A;N/A;Off;Off;None;0.5 
121.0V;0.0V;0.174A;0.000A;100W;0W;N/A;N/A;N/A;Off;Off;None;0.6 
121.0V;0.0V;0.174A;0.000A;100W;0W;N/A;N/A;N/A;Off;Off;None;0.7 
121.0V;0.0V;0.174A;0.000A;100W;0W;N/A;N/A;N/A;Off;Off;None;0.8 
121.0V;0.0V;0.174A;0.000A;100W;0W;N/A;N/A;N/A;Off;Off;None;0.9 
121.0V;0.0V;0.174A;0.000A;100W;0W;N/A;N/A;N/A;Off;Off;None;1.0 
121.0V;0.0V;0.174A;0.000A;100W;0W;N/A;N/A;N/A;Off;Off;None;1.1 
121.0V;0.0V;0.174A;0.000A;100W;0W;N/A;N/A;N/A;Off;Off;None;1.2 
121.0V;0.0V;0.174A;0.000A;100W;0W;N/A;N/A;N/A;Off;Off;None;1.3 
108.5V;107.0V;0.175A;0.000A;100W;0W;N/A;N/A;N/A;On;CV;None;1.4 
108.5V;108.3V;0.175A;0.008A;100W;0W;N/A;N/A;N/A;On;CV;None;1.5 
108.5V;108.3V;0.175A;0.008A;100W;0W;N/A;N/A;N/A;On;CV;None;1.6 
108.5V;108.3V;0.175A;0.009A;100W;0W;N/A;N/A;N/A;On;CV;None;1.7 
108.5V;108.3V;0.175A;0.008A;100W;0W;N/A;N/A;N/A;On;CV;None;1.8 
108.5V;108.3V;0.175A;0.009A;100W;0W;N/A;N/A;N/A;On;CV;None;1.9 
108.5V;108.3V;0.175A;0.009A;100W;0W;N/A;N/A;N/A;On;CV;None;2.0 
108.5V;108.3V;0.175A;0.008A;100W;0W;N/A;N/A;N/A;On;CV;None;2.1 
108.5V;108.3V;0.175A;0.009A;100W;0W;N/A;N/A;N/A;On;CV;None;2.2 
108.5V;108.3V;0.175A;0.007A;100W;0W;N/A;N/A;N/A;On;CV;None;2.3 
108.5V;108.3V;0.175A;0.008A;100W;0W;N/A;N/A;N/A;On;CV;None;2.4 
108.5V;108.3V;0.175A;0.008A;100W;0W;N/A;N/A;N/A;On;CV;None;2.5 
108.5V;108.3V;0.175A;0.009A;100W;0W;N/A;N/A;N/A;On;CV;None;2.6 
108.5V;108.3V;0.175A;0.008A;100W;0W;N/A;N/A;N/A;On;CV;None;2.7 
108.5V;108.3V;0.175A;0.007A;100W;0W;N/A;N/A;N/A;On;CV;None;2.8 
108.5V;108.3V;0.175A;0.009A;100W;0W;N/A;N/A;N/A;On;CV;None;2.9 
108.5V;108.3V;0.175A;0.008A;100W;0W;N/A;N/A;N/A;On;CV;None;3.0 
108.5V;108.3V;0.175A;0.009A;100W;0W;N/A;N/A;N/A;On;CV;None;3.1 
108.5V;108.3V;0.175A;0.010A;100W;0W;N/A;N/A;N/A;On;CV;None;3.2 
108.5V;108.3V;0.175A;0.008A;100W;0W;N/A;N/A;N/A;On;CV;None;3.3 
108.5V;108.3V;0.175A;0.009A;100W;0W;N/A;N/A;N/A;On;CV;None;3.4 
108.5V;108.3V;0.175A;0.008A;100W;0W;N/A;N/A;N/A;On;CV;None;3.5 
108.5V;108.3V;0.175A;0.009A;100W;0W;N/A;N/A;N/A;On;CV;None;3.6 
108.5V;108.3V;0.175A;0.007A;100W;0W;N/A;N/A;N/A;On;CV;None;3.7 
108.5V;108.3V;0.175A;0.010A;100W;0W;N/A;N/A;N/A;On;CV;None;3.8 
108.5V;108.3V;0.175A;0.006A;100W;0W;N/A;N/A;N/A;On;CV;None;3.9 
108.5V;108.3V;0.175A;0.010A;100W;0W;N/A;N/A;N/A;On;CV;None;4.0 
108.5V;108.3V;0.175A;0.009A;100W;0W;N/A;N/A;N/A;On;CV;None;4.1 
108.5V;108.3V;0.175A;0.008A;100W;0W;N/A;N/A;N/A;On;CV;None;4.2 
108.5V;108.3V;0.175A;0.008A;100W;0W;N/A;N/A;N/A;On;CV;None;4.3 
108.5V;108.3V;0.175A;0.011A;100W;0W;N/A;N/A;N/A;On;CV;None;4.4 
108.5V;108.3V;0.175A;0.011A;100W;0W;N/A;N/A;N/A;On;CV;None;4.5 
108.5V;108.3V;0.175A;0.010A;100W;0W;N/A;N/A;N/A;On;CV;None;4.6 
108.5V;108.3V;0.175A;0.009A;100W;0W;N/A;N/A;N/A;On;CV;None;4.7 
108.5V;108.3V;0.175A;0.011A;100W;0W;N/A;N/A;N/A;On;CV;None;4.8 
108.5V;108.3V;0.175A;0.011A;100W;0W;N/A;N/A;N/A;On;CV;None;4.9 
108.5V;108.3V;0.175A;0.012A;100W;0W;N/A;N/A;N/A;On;CV;None;5.0 
108.5V;108.3V;0.175A;0.009A;100W;0W;N/A;N/A;N/A;On;CV;None;5.1 
108.5V;108.3V;0.175A;0.011A;100W;0W;N/A;N/A;N/A;On;CV;None;5.2 
108.5V;108.3V;0.175A;0.010A;100W;0W;N/A;N/A;N/A;On;CV;None;5.3 
108.5V;108.3V;0.175A;0.010A;100W;0W;N/A;N/A;N/A;On;CV;None;5.4 
108.5V;108.3V;0.175A;0.011A;100W;0W;N/A;N/A;N/A;On;CV;None;5.5 
108.5V;108.3V;0.175A;0.012A;100W;0W;N/A;N/A;N/A;On;CV;None;5.6 
108.5V;108.3V;0.175A;0.012A;100W;0W;N/A;N/A;N/A;On;CV;None;5.7 
108.5V;108.3V;0.175A;0.012A;100W;0W;N/A;N/A;N/A;On;CV;None;5.8 
108.5V;108.3V;0.175A;0.014A;100W;0W;N/A;N/A;N/A;On;CV;None;5.9 
108.5V;108.3V;0.175A;0.012A;100W;0W;N/A;N/A;N/A;On;CV;None;6.0 
108.5V;108.3V;0.175A;0.011A;100W;0W;N/A;N/A;N/A;On;CV;None;6.1 
108.5V;108.3V;0.175A;0.011A;100W;0W;N/A;N/A;N/A;On;CV;None;6.2 
108.5V;108.3V;0.175A;0.012A;100W;0W;N/A;N/A;N/A;On;CV;None;6.3 
108.5V;108.3V;0.175A;0.012A;100W;0W;N/A;N/A;N/A;On;CV;None;6.4 
108.5V;108.3V;0.175A;0.013A;100W;0W;N/A;N/A;N/A;On;CV;None;6.5 
108.5V;108.3V;0.175A;0.011A;100W;0W;N/A;N/A;N/A;On;CV;None;6.6 
108.5V;108.3V;0.175A;0.013A;100W;0W;N/A;N/A;N/A;On;CV;None;6.7 
108.5V;108.3V;0.175A;0.015A;100W;0W;N/A;N/A;N/A;On;CV;None;6.8 
108.5V;108.3V;0.175A;0.014A;100W;0W;N/A;N/A;N/A;On;CV;None;6.9 
108.5V;108.3V;0.175A;0.015A;100W;0W;N/A;N/A;N/A;On;CV;None;7.0 
108.5V;108.3V;0.175A;0.015A;100W;0W;N/A;N/A;N/A;On;CV;None;7.1 
