Current (mA),calculated Temp (K),Temp err,Stokes Phonon width,Stokes width err,AS Phonon width,AS width err,Stokes phonon pos (w0),Stokes w0 err,AS phonon pos (w0),AS w0 err
0,332.005187580351,1.2681020633722777,5.401231907788528,0.025243529342866108,5.65850572124052,0.030033554216201797,521.5521574440315,0.007777298484024339,519.4528711316375,0.009258609924464221
40,1280.374459964491,7.890472412600373,13.107176335184814,0.033818579112301385,13.143290842130293,0.02536401472807532,502.86955955925697,0.008387650318304473,502.88515404928,0.006276998783929684
50,1255.2245798148965,8.76212877277096,13.173534347666186,0.03931048892407556,13.184820103220392,0.029168266922641205,502.5136271114379,0.009749538878521709,502.78889497671264,0.007214403218931823
60,1248.589290922957,18.87786058498439,13.568849552298243,0.04468701027219466,12.326677457734991,0.10130043619781931,501.8056657219092,0.011003275928334715,500.44497724298554,0.025749715836416068
70,1588.0018399044332,33.24440655055064,14.512866467631035,0.10727009335569115,14.92762462616153,0.06935638052102422,499.84064023585967,0.02586142338883119,499.88551618682044,0.016532419625117877
100,1586.083097547869,55.477977388068595,14.970193362860162,0.136376029399862,14.828220293641856,0.12671751977260254,499.5897363979693,0.028816063559448376,499.3453808723389,0.02685801416966152
