Wavelength(nm), Raman shift(cm^-1), Intensity(counts) 
525.3638253638254,-194.58567678570358,70484
525.3513513513514,-195.03763278408286,70881
525.3388773388773,-195.48961024557985,70851
525.3264033264034,-195.9416091717168,71207
525.3139293139293,-196.3936295640333,70820
525.3014553014553,-196.84567142404936,71125
525.2889812889813,-197.2977347533024,70759
525.2765072765072,-197.74981955331899,71167
525.2640332640333,-198.20192582562348,70800
525.2515592515592,-198.6540535717533,71018
525.2390852390853,-199.10620279323282,70940
525.2266112266112,-199.5583734915973,70760
525.2141372141372,-200.0105656683733,70907
525.2016632016632,-200.46277932508949,71052
525.1891891891892,-200.91501446328328,71055
525.1767151767152,-201.36727108447695,71051
525.1642411642412,-201.81954919021,71101
525.1517671517671,-202.27184878200688,71256
525.1392931392932,-202.72416986139842,70938
525.1268191268191,-203.17651242992207,71046
525.1143451143452,-203.6288764891,70994
525.1018711018711,-204.0812620404762,70996
525.089397089397,-204.53366908557277,71162
525.0769230769231,-204.98609762592068,71201
525.064449064449,-205.4385476630595,71124
525.0519750519751,-205.8910191985136,71109
525.039501039501,-206.34351223382254,71109
525.027027027027,-206.79602677051503,70943
525.014553014553,-207.24856281011984,71470
525.002079002079,-207.7011203541787,70899
524.989604989605,-208.15369940421377,71344
524.977130977131,-208.60629996176903,71022
524.9646569646569,-209.058922028371,71157
524.952182952183,-209.51156560555057,71131
524.9397089397089,-209.9642306948495,71087
524.927234927235,-210.41691729779214,71383
524.9147609147609,-210.86962541592243,71316
524.902286902287,-211.32235505076255,71169
524.8898128898129,-211.77510620385863,71223
524.8773388773388,-212.22787887673718,71063
524.8648648648649,-212.68067307093128,71398
524.8523908523908,-213.13348878798266,71070
524.8399168399169,-213.5863260294157,71693
524.8274428274428,-214.03918479677648,71396
524.8149688149688,-214.4920650915959,71112
524.8024948024948,-214.9449669154005,71473
524.7900207900208,-215.39789026973855,71200
524.7775467775468,-215.85083515613658,71537
524.7650727650728,-216.30380157613635,71441
524.7525987525987,-216.75678953126874,71329
524.7401247401248,-217.20979902306678,71241
