Wavelength(nm), Raman shift(cm^-1), Intensity(counts) 
553.3638253638254,768.5491804111048,59879
553.3513513513514,768.1418053541423,59928
553.3388773388773,767.7344119301292,60102
553.3264033264034,767.3270001378255,60181
553.3139293139293,766.919569975984,60262
553.3014553014553,766.512121443371,60230
553.2889812889813,766.104654538731,63520
553.2765072765072,765.6971692608303,60293
553.2640332640333,765.2896656084283,60226
553.2515592515592,764.8821435802741,60186
553.2390852390853,764.4746031751316,60093
553.2266112266112,764.0670443917518,60071
553.2141372141372,763.6594672288965,60130
553.2016632016632,763.2518716853233,60083
553.1891891891892,762.8442577597809,60077
553.1767151767152,762.4366254510356,60111
553.1642411642412,762.0289747578362,60126
553.1517671517671,761.6213056789402,60234
553.1392931392932,761.2136182131094,60076
553.1268191268191,760.8059123590926,60158
553.1143451143452,760.3981881156518,60176
553.1018711018711,759.9904454815378,60113
553.089397089397,759.5826844555062,60098
553.0769230769231,759.1749050363206,60046
553.064449064449,758.7671072227259,60141
553.0519750519751,758.359291013486,60151
553.039501039501,757.9514564073496,60155
553.027027027027,757.5436034030721,60126
553.014553014553,757.1357319994177,60130
553.002079002079,756.7278421951283,60072
552.989604989605,756.3199339889704,60160
552.977130977131,755.9120073796885,60159
552.9646569646569,755.5040623660421,60131
552.952182952183,755.096098946789,60126
552.9397089397089,754.6881171206754,60236
552.927234927235,754.2801168864657,60192
552.9147609147609,753.8720982429043,60168
552.902286902287,753.4640611887509,60163
552.8898128898129,753.0560057227563,60111
552.8773388773388,752.6479318436759,60189
552.8648648648649,752.2398395502653,60112
552.8523908523908,751.831728841273,60226
552.8399168399169,751.4235997154589,60194
552.8274428274428,751.0154521715696,60141
552.8149688149688,750.6072862083624,60122
552.8024948024948,750.1991018245931,60106
552.7900207900208,749.7908990190057,60148
552.7775467775468,749.3826777903645,60179
552.7650727650728,748.9744381374117,60152
552.7525987525987,748.5661800589027,60139
552.7401247401248,748.1579035535971,60157
552.7276507276507,747.7496086202395,60149
552.7151767151768,747.3412952575874,60202
552.7027027027027,746.9329634643873,60154
552.6902286902287,746.5246132393926,60107
552.6777546777547,746.1162445813628,60072
552.6652806652806,745.7078574890403,60139
552.6528066528067,745.2994519611847,60118
552.6403326403326,744.8910279965384,60154
552.6278586278586,744.4825855938589,60194
552.6153846153846,744.0741247518993,60088
552.6029106029106,743.6656454694064,60157
552.5904365904366,743.2571477451354,60170
552.5779625779626,742.848631577833,60157
552.5654885654885,742.4400969662523,60103
552.5530145530146,742.0315439091466,60037
552.5405405405405,741.6229724052625,60188
552.5280665280666,741.2143824533555,60120
552.5155925155925,740.8057740521698,60082
552.5031185031185,740.3971472004587,60152
552.4906444906445,739.9885018969776,60198
552.4781704781705,739.5798381404666,60147
552.4656964656965,739.1711559296853,60156
552.4532224532225,738.7624552633761,60088
552.4407484407484,738.3537361402944,60067
552.4282744282744,737.9449985591888,60115
552.4158004158004,737.5362425188041,60125
552.4033264033264,737.1274680178976,60135
552.3908523908524,736.7186750552117,60166
552.3783783783783,736.3098636294974,60089
552.3659043659044,735.90103373951,60151
552.3534303534303,735.4921853839897,60134
552.3409563409564,735.0833185616918,60130
552.3284823284823,734.6744332713587,60185
552.3160083160083,734.2655295117456,60119
552.3035343035343,733.8566072815993,60171
552.2910602910603,733.4476665796664,60161
552.2785862785863,733.0387074046979,60150
552.2661122661123,732.6297297554382,60162
552.2536382536382,732.2207336306385,60157
552.2411642411643,731.8117190290474,60109
552.2286902286902,731.4026859494096,60133
552.2162162162163,730.9936343904782,60072
552.2037422037422,730.5845643509933,60186
552.1912681912681,730.175475829706,60147
552.1787941787942,729.7663688253693,60136
552.1663201663201,729.3572433367214,60080
552.1538461538462,728.9480993625175,60107
552.1413721413721,728.5389369014977,60102
552.1288981288981,728.129755952411,60148
552.1164241164241,727.7205565140105,60104
552.1039501039501,727.3113385850342,60116
552.0914760914761,726.9021021642374,60133
552.0790020790021,726.4928472503558,60208
552.0665280665281,726.0835738421472,60119
552.0540540540541,725.6742819383494,60139
552.04158004158,725.2649715377112,60131
552.0291060291061,724.8556426389815,60234
552.016632016632,724.4462952409026,60125
552.0041580041581,724.0369293422256,60050
551.991683991684,723.6275449416883,60102
551.9792099792099,723.2181420380396,60078
551.966735966736,722.8087206300328,60112
551.9542619542619,722.3992807163992,60061
551.941787941788,721.9898222958986,60097
551.9293139293139,721.5803453672625,60189
551.9168399168399,721.1708499292439,60230
551.9043659043659,720.7613359805896,60126
551.8918918918919,720.3518035200398,60184
551.8794178794179,719.9422525463409,60140
551.8669438669439,719.5326830582355,60114
551.8544698544698,719.1230950544702,60123
551.8419958419959,718.7134885337939,60096
551.8295218295218,718.3038634949401,60153
551.8170478170479,717.8942199366641,60122
551.8045738045738,717.4845578576997,60115
551.7920997920997,717.0748772567979,60176
551.7796257796258,716.6651781327031,60208
551.7671517671517,716.2554604841532,60125
551.7546777546778,715.8457243098995,60072
551.7422037422037,715.4359696086776,60178
551.7297297297297,715.0261963792342,60170
551.7172557172557,714.616404620316,60070
551.7047817047817,714.2065943306587,60183
551.6923076923077,713.7967655090134,60222
551.6798336798337,713.386918154116,60112
551.6673596673596,712.977052264713,60134
551.6548856548857,712.5671678395512,60118
551.6424116424116,712.157264877362,60214
551.6299376299377,711.7473433769006,60203
551.6174636174636,711.3374033368989,60122
551.6049896049896,710.9274447561031,60163
551.5925155925156,710.5174676332601,60120
551.5800415800416,710.1074719671014,60117
551.5675675675676,709.6974577563823,60090
551.5550935550935,709.2874249998299,60171
551.5426195426195,708.8773736961951,60138
551.5301455301455,708.4673038442228,60203
551.5176715176715,708.057215442644,60121
551.5051975051975,707.6471084902078,60125
551.4927234927235,707.2369829856499,60163
551.4802494802494,706.8268389277149,60168
551.4677754677755,706.4166763151472,60208
551.4553014553014,706.0064951466805,60139
551.4428274428275,705.5962954210615,60193
551.4303534303534,705.1860771370237,60151
551.4178794178794,704.775840293314,60141
551.4054054054054,704.3655848886724,60127
551.3929313929314,703.9553109218369,60204
551.3804573804574,703.5450183915499,60186
551.3679833679834,703.134707296547,60172
551.3555093555094,702.7243776355753,60134
551.3430353430354,702.3140294073658,60134
551.3305613305613,701.9036626106632,60202
551.3180873180874,701.4932772442121,60208
551.3056133056133,701.0828733067416,60205
551.2931392931393,700.6724507970007,60213
551.2806652806653,700.2620097137208,60182
551.2681912681912,699.8515500556443,60215
551.2557172557173,699.4410718215134,60187
551.2432432432432,699.0305750100598,60216
551.2307692307693,698.6200596200321,60199
551.2182952182952,698.2095256501597,60166
551.2058212058212,697.7989730991849,60201
551.1933471933472,697.3884019658501,60166
551.1808731808732,696.9778122488846,60201
551.1683991683992,696.5672039470371,60202
551.1559251559252,696.1565770590371,60200
551.1434511434511,695.7459315836269,60066
551.1309771309772,695.3352675195465,60194
551.1185031185031,694.9245848655254,60116
551.1060291060292,694.5138836203122,60233
551.0935550935551,694.1031637826343,60180
551.081081081081,693.692425351234,60195
551.0686070686071,693.2816683248534,60189
551.056133056133,692.8708927022199,60238
551.0436590436591,692.46009848208,60208
551.031185031185,692.0492856631608,60251
551.018711018711,691.6384542442048,60141
551.006237006237,691.2276042239542,60200
550.993762993763,690.8167356011342,60192
550.981288981289,690.4058483744911,60233
550.968814968815,689.9949425427545,60095
550.9563409563409,689.5840181046623,60287
550.943866943867,689.1730750589568,60307
550.9313929313929,688.7621134043652,60228
550.918918918919,688.3511331396297,60289
550.9064449064449,687.940134263482,60170
550.8939708939708,687.5291167746599,60243
550.8814968814969,687.1180806719015,60279
550.8690228690228,686.707025953936,60210
550.8565488565489,686.2959526195058,60218
550.8440748440748,685.8848606673403,60253
550.8316008316008,685.4737500961751,60181
550.8191268191268,685.0626209047527,60216
550.8066528066528,684.651473091798,60288
550.7941787941788,684.2403066560556,60228
550.7817047817048,683.8291215962504,60299
550.7692307692307,683.4179179111203,60148
550.7567567567568,683.0066955994079,60210
550.7442827442827,682.5954546598334,60169
550.7318087318088,682.1841950911439,60192
550.7193347193347,681.7729168920664,60261
550.7068607068607,681.3616200613344,60264
550.6943866943867,680.9503045976883,60219
550.6819126819126,680.5389704998529,60215
550.6694386694387,680.1276177665706,60292
550.6569646569646,679.7162463965662,60221
550.6444906444906,679.3048563885802,60288
550.6320166320166,678.893447741346,60249
550.6195426195426,678.4820204535908,60221
550.6070686070686,678.0705745240549,60273
550.5945945945946,677.659109951463,60360
550.5821205821206,677.2476267345577,60271
550.5696465696466,676.8361248720615,60264
550.5571725571725,676.4246043627128,60346
550.5446985446986,676.013065205247,60155
550.5322245322245,675.6015073983895,60274
550.5197505197506,675.18993094088,60293
550.5072765072765,674.7783358314439,60327
550.4948024948025,674.3667220688145,60284
550.4823284823285,673.95508965173,60236
550.4698544698545,673.5434385789132,60279
550.4573804573805,673.1317688491064,60317
550.4449064449065,672.7200804610279,60315
550.4324324324324,672.3083734134182,60305
550.4199584199584,671.8966477050107,60309
550.4074844074844,671.4849033345282,60346
550.3950103950104,671.0731403007111,60287
550.3825363825364,670.6613586022797,60270
550.3700623700623,670.2495582379745,60337
550.3575883575884,669.8377392065245,60289
550.3451143451143,669.4259015066549,60190
550.3326403326404,669.0140451371036,60288
550.3201663201663,668.6021700965935,60436
550.3076923076923,668.1902763838601,60337
550.2952182952183,667.7783639976353,60326
550.2827442827443,667.3664329366418,60330
550.2702702702703,666.9544831996196,60216
550.2577962577963,666.5425147852873,60291
550.2453222453222,666.1305276923807,60292
550.2328482328483,665.7185219196356,60298
550.2203742203742,665.3064974657683,60233
550.2079002079003,664.8944543295212,60223
550.1954261954262,664.4823925096126,60282
550.1829521829521,664.0703120047763,60273
550.1704781704782,663.6582128137437,60275
550.1580041580041,663.24609493524,60313
550.1455301455302,662.8339583679985,60279
550.1330561330561,662.4218031107423,60273
550.1205821205821,662.0096291622027,60259
550.1081081081081,661.5974365211113,60293
550.0956340956341,661.1852251861908,60183
550.0831600831601,660.7729951561749,60300
550.0706860706861,660.3607464297864,60289
550.058212058212,659.9484790057548,60243
550.0457380457381,659.5361928828136,60229
550.033264033264,659.1238880596833,60254
550.0207900207901,658.7115645350955,60209
550.008316008316,658.2992223077753,60204
549.9958419958419,657.8868613764497,60309
549.983367983368,657.4744817398523,60273
549.9708939708939,657.062083396704,60312
549.95841995842,656.649666345736,60270
549.9459459459459,656.2372305856691,60205
549.9334719334719,655.8247761152347,60286
549.9209979209979,655.4123029331622,60330
549.9085239085239,654.9998110381722,60273
549.8960498960499,654.5873004289984,60355
549.8835758835759,654.174771104357,60276
549.8711018711019,653.7622230629861,60257
549.8586278586279,653.3496563036018,60314
549.8461538461538,652.9370708249337,60258
549.8336798336799,652.5244666257131,60283
549.8212058212058,652.1118437046564,60252
549.8087318087319,651.6992020604994,60269
549.7962577962578,651.2865416919583,60245
549.7837837837837,650.8738625977625,60322
549.7713097713098,650.4611647766413,60266
549.7588357588357,650.048448227311,60207
549.7463617463618,649.6357129485075,60205
549.7338877338877,649.222958938947,60270
549.7214137214137,648.8101861973566,60264
549.7089397089397,648.3973947224658,60205
549.6964656964657,647.984584512993,60314
549.6839916839917,647.5717555676696,60252
549.6715176715177,647.158907885212,60294
549.6590436590436,646.7460414643473,60331
549.6465696465697,646.3331563038048,60272
549.6340956340956,645.9202524023008,60293
549.6216216216217,645.5073297585668,60284
549.6091476091476,645.0943883713213,60300
549.5966735966736,644.6814282392871,60596
549.5841995841996,644.2684493611957,64891
549.5717255717256,643.8554517357634,60330
549.5592515592516,643.4424353617173,60251
549.5467775467775,643.0294002377759,60307
549.5343035343035,642.6163463626642,60306
549.5218295218295,642.2032737351115,60328
549.5093555093555,641.7901823538318,60337
549.4968814968815,641.3770722175568,60273
549.4844074844075,640.9639433250006,60365
549.4719334719334,640.5507956748881,60330
549.4594594594595,640.1376292659486,60359
549.4469854469854,639.7244440968942,60324
549.4345114345115,639.3112401664562,60353
549.4220374220374,638.8980174733489,60206
549.4095634095634,638.4847760162971,60443
549.3970893970894,638.0715157940282,60387
549.3846153846154,637.6582368052561,60452
549.3721413721414,637.244939048708,60342
549.3596673596674,636.8316225231004,60406
549.3471933471933,636.418287227158,60414
549.3347193347194,636.0049331596038,60417
549.3222453222453,635.5915603191539,60360
549.3097713097713,635.1781687045379,60348
549.2972972972973,634.7647583144653,60361
549.2848232848232,634.3513291476636,60408
549.2723492723493,633.9378812028574,60424
549.2598752598752,633.5244144787567,60909
549.2474012474013,633.1109289740931,62463
549.2349272349272,632.6974246875783,62356
549.2224532224532,632.2839016179374,61082
549.2099792099792,631.8703597638911,60429
549.1975051975052,631.4567991241556,60463
549.1850311850312,631.0432196974559,60439
549.1725571725572,630.629621482504,60430
549.1600831600831,630.216004478025,60397
549.1476091476092,629.8023686827437,60391
549.1351351351351,629.3887140953677,60480
549.1226611226612,628.9750407146265,60460
549.1101871101871,628.5613485392319,60419
549.0977130977132,628.147637567909,60355
549.0852390852391,627.7339077993718,60499
549.072765072765,627.3201592323411,60363
549.0602910602911,626.9063918655396,60391
549.047817047817,626.4926056976793,60423
549.0353430353431,626.0788007274851,60418
549.022869022869,625.6649769536692,60317
549.010395010395,625.251134374952,60441
548.997920997921,624.8372729900542,60270
548.985446985447,624.4233927976921,60482
548.972972972973,624.0094937965844,60462
548.960498960499,623.5955759854471,60403
548.9480249480249,623.1816393629965,60393
548.935550935551,622.7676839279578,60404
548.9230769230769,622.3537096790408,60446
548.910602910603,621.939716614968,60380
548.8981288981289,621.5257047344518,60380
548.8856548856548,621.1116740362103,60400
548.8731808731809,620.6976245189643,60322
548.8607068607068,620.2835561814256,60363
548.8482328482329,619.8694690223195,60421
548.8357588357588,619.4553630403514,60416
548.8232848232848,619.0412382342416,60371
548.8108108108108,618.6270946027155,60346
548.7983367983368,618.2129321444761,60304
548.7858627858628,617.7987508582486,60419
548.7733887733888,617.3845507427448,60381
548.7609147609147,616.9703317966788,60372
548.7484407484408,616.5560940187758,60356
548.7359667359667,616.1418374077409,60424
548.7234927234928,615.7275619622974,60315
548.7110187110187,615.3132676811547,60363
548.6985446985447,614.8989545630293,60320
548.6860706860707,614.4846226066439,60352
548.6735966735966,614.0702718107042,60383
548.6611226611227,613.6559021739305,60372
548.6486486486486,613.2415136950349,60356
548.6361746361746,612.8271063727316,60283
548.6237006237006,612.4126802057413,60423
548.6112266112266,611.9982351927714,60283
548.5987525987526,611.5837713325427,60281
548.5862785862786,611.1692886237629,60404
548.5738045738045,610.7547870651481,60193
548.5613305613306,610.3402666554169,60357
548.5488565488565,609.9257273932792,60308
548.5363825363826,609.5111692774511,60396
548.5239085239085,609.0965923066425,60254
548.5114345114345,608.6819964795696,60331
548.4989604989605,608.267381794949,60237
548.4864864864865,607.852748251488,60282
548.4740124740125,607.4380958479052,60248
548.4615384615385,607.0234245829083,60272
548.4490644490644,606.6087344552135,60258
548.4365904365904,606.1940254635371,60309
548.4241164241164,605.7792976065847,60308
548.4116424116424,605.3645508830767,60312
548.3991683991684,604.9497852917189,60201
548.3866943866944,604.5350008312295,60267
548.3742203742204,604.1201975003139,60225
548.3617463617463,603.7053752976888,60375
548.3492723492724,603.2905342220679,60277
548.3367983367983,602.875674272159,60167
548.3243243243244,602.4607954466808,60262
548.3118503118503,602.045897744334,60291
548.2993762993763,601.6309811638374,60313
548.2869022869023,601.2160457039072,60279
548.2744282744283,600.8010913632422,60245
548.2619542619543,600.3861181405678,60317
548.2494802494803,599.9711260345824,60266
548.2370062370062,599.5561150440028,60215
548.2245322245323,599.1410851675449,60215
548.2120582120582,598.7260364039103,60260
548.1995841995843,598.310968751817,60207
548.1871101871102,597.8958822099685,60186
548.1746361746361,597.4807767770811,60237
548.1621621621622,597.0656524518646,60180
548.1496881496881,596.6505092330244,60303
548.1372141372142,596.2353471192791,60201
548.1247401247401,595.8201661093298,60203
548.1122661122661,595.4049662018905,60302
548.0997920997921,594.9897473956734,60260
548.0873180873181,594.5745096893836,60200
548.0748440748441,594.1592530817335,60223
548.0623700623701,593.7439775714304,60172
548.049896049896,593.328683157182,60163
548.0374220374221,592.9133698377069,60235
548.024948024948,592.4980376117019,60247
548.0124740124741,592.0826864778852,60236
548.0,591.6673164349583,60230
547.9875259875259,591.2519274816328,60125
547.975051975052,590.8365196166231,60154
547.9625779625779,590.4210928386259,60192
547.950103950104,590.0056471463619,60254
547.9376299376299,589.5901825385299,60153
547.9251559251559,589.1746990138421,60163
547.9126819126819,588.7591965710102,60211
547.9002079002079,588.3436752087334,60156
547.8877338877339,587.9281349257278,60119
547.8752598752599,587.5125757206926,60149
547.8627858627858,587.0969975923396,60217
547.8503118503119,586.6814005393828,60213
547.8378378378378,586.2657845605171,60255
547.8253638253639,585.8501496544609,60158
547.8128898128898,585.4344958199108,60212
547.8004158004157,585.0188230555813,60189
547.7879417879418,584.6031313601796,60190
547.7754677754677,584.1874207324072,60095
547.7629937629938,583.7716911709758,60175
547.7505197505197,583.3559426745845,60197
547.7380457380457,582.9401752419452,60292
547.7255717255717,582.5243888717699,60059
547.7130977130977,582.108583562751,60188
547.7006237006237,581.6927593136072,60213
547.6881496881497,581.276916123035,60173
547.6756756756756,580.8610539897443,60204
547.6632016632017,580.4451729124428,60308
547.6507276507276,580.0292728898315,60224
547.6382536382537,579.6133539206203,60162
547.6257796257796,579.1974160035103,60200
547.6133056133057,578.7814591372113,60203
547.6008316008316,578.3654833204223,60175
